37874,Avengers: Earth's Mightiest Heroes (2010) #1,1,7934,191,"What do you do when the world's evilest villains attack? Call Earth's Mightiest Heroes to save the day! Featuring CAPTAIN AMERICA, THOR and everyone's favorite arrow-flinger: HAWKEYE! ", | Avengers | Black Panther | Captain America | Hank Pym | Hawkeye | Hulk | Iron Man | Thor | Wasp, | penciller:Patrick Scherberger | penciller (cover):Scott Wegener | editor:Jordan White | writer:Chris Yost,, | onsaleDate:2010-11-03T00:00:00-0400 | focDate:2010-10-22T00:00:00-0400 | unlimitedDate:2011-01-24T12:17:29-0500 | digitalPurchaseDate:2011-01-26T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:0,2010,11
 
