32203,X-Men (2010) #8,8,49522,19,"TO SERVE AND PROTECT PART 2 After braving the lizard-creature infested sewers beneath Manhattan, Spider-Man reveals to the X-Men just exactly who they are up against. ", | Emma Frost | Spider-Man | X-Men, | penciller:Chris Bachalo | penciller (cover):Terry Dodson | writer:Victor Gischler | editor:Nick Lowe,, | onsaleDate:2011-02-23T00:00:00-0500 | focDate:2011-02-09T00:00:00-0500 | unlimitedDate:2011-12-28T00:00:00-0500 | digitalPurchaseDate:2012-02-07T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99,2011,2
 
