23747,New Avengers (2004) #51,51,95326,2,"Doctor Strange has failed as the Sorcerer Supreme! But who is the heir apparent? What mystical Marvel character will takes Strange's mantle? Plus, how can the Avengers trust Spider-Man if he won't take his mask off? ",, | inker:Matt Banning | colorist:Paul Mounts | penciller:Billy Tan, | Dark Reign, | onsaleDate:2009-03-25T00:00:00-0400 | focDate:2009-03-05T00:00:00-0500 | unlimitedDate:2009-08-18T00:00:00-0400 | digitalPurchaseDate:2012-02-14T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99,2009,3
 
