234,Wolverine (2003) #6,6,74580,11,"Wolverine heads to New York to meet Nightcrawler. Logan has killed many people in the last several days and Nightcrawler is the only person he trusts to quiet the rage in his heart. But how will Nightcrawler react to Logan's vicious deeds? ", | Iron Man | Wolverine, | inker:Tom Palmer | penciller (cover):Esad Ribic | penciller:Darick Robertson | writer:Greg Rucka,, | onsaleDate:2003-10-15T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2007-11-13T00:00:00-0500 | digitalPurchaseDate:2012-04-25T00:00:00-0400, | printPrice:2.25 | digitalPurchasePrice:1.99,2005,1
 
