18016,X-Force (1991) #5,5,38008,41,, | Banshee (Theresa Rourke) | Blob | Boom Boom | Cannonball | Juggernaut | Nick Fury | Pyro | Sauron | Shatterstar | Toad | Warpath | X-Force | X-Men, | letterer:Chris Eliopoulos | editor:Suzanne Gaffney | editor:Bob Harras | penciler:Rob Liefeld | colorist:Brian Murray | colorist:Renee Witterstaetter | writer:Fabian Nicieza,, | onsaleDate:1991-12-10T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500, | printPrice:1 ,2004,12

