1430,X-Men: The End - Dreamers & Demons (2004) #6,6,66223,17,"BOOK ONE: PART 6 (OF 6),2004,12
<br>It's Pearl Harbor for the mutants as the forces arrayed against them strike from space-dealing the X-Men a mortal blow from which they may not be able to recover!  The stunning conclusion to Book One of the X-Men: The End thrillogy!  Is there even a next month for these mutants?  Find out, as all bets are off in this last X-Men tale by legend and keeper of the X-Men canon, Chris Claremont, and star artist Sean Chen!", | X-Men, | penciller:Sean Chen | writer:Chris Claremont | inker:Sandu Florea | colorist:Ian Hannin | penciller (cover):Greg Land | letterer:Dave Sharpe,, | onsaleDate:2004-12-08T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2007-04-28T00:00:00-0400 | digitalPurchaseDate:2011-03-08T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99
 
