31210,Astonishing Spider-Man/Wolverine (2010) #1,1,56518,24,"THE HEROIC AGE IS HERE! Spider-Man and Wolverine face a plethora of deadly enemies in their first major series ever! But who is the major villain pulling the strings? And can the heroes refrain from killing one another long enough to find out?", | Iron Man | Spider-Man | Wolverine, | writer:Jason Aaron | penciller:Adam Kubert,, | onsaleDate:2010-05-05T00:00:00-0400 | focDate:2010-04-15T00:00:00-0400 | unlimitedDate:2011-01-31T00:00:00-0500 | digitalPurchaseDate:2010-09-01T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99,2010,5
 
