8508,Deadpool (1997) #51,51,24674,73,"Deadpool and Pool Boy set aside their differences in order to hunt down the murderous Maxy Millions. Can Deadpool still trust his new ward? ",,,, | onsaleDate:2001-04-01T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2013-07-26T14:21:29-0400 | digitalPurchaseDate:2013-03-26T00:00:00-0400, | printPrice:0 | digitalPurchasePrice:1.99,2001,2
 
