29939,Mighty Avengers (2007) #36,36,50252,22,"SIEGE BLOCKBUSTER TIE-IN!! SALVATION Pt. 2 of 2 ""WWJVDD"" SERIES FINALE! While the Mighty Avengers are fighting on the front lines of SIEGE, can HANK PYM and JOCASTA stop the Avenger's greatest enemy, ULTRON, by themselves? Or will Pym-Space become the ultimate staging ground for a cybernetic-assault on all of reality? See SIEGE through the eyes of the Avengers with the most to lose!  The Dark Reign is ending, the Age of Heroes is coming, but before that can happen...there's a wedding? And more than one character is thinking, ""What would Janet Van Dyne do?""  We can't be any more cryptic than that.  Trust us, you don't want to miss this one.  Rated A ...$2.99", | Amadeus Cho | Avengers | Hank Pym | Jocasta | Quicksilver | Stature | U.S. Agent | Ultron | Vision, | penciller:Khoi Pham | writer:Dan Slott, | Siege, | onsaleDate:2010-04-28T00:00:00-0400 | focDate:2010-04-01T00:00:00-0400 | unlimitedDate:2010-12-28T00:00:00-0500 | digitalPurchaseDate:2011-12-28T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99 ,2010,4

