38594,Venom (2011) #1,1,4955,240,"America...meet your newest Hero! The lethal alien symbiote known as Venom is in the custody of the U.S. military...and with a familiar face from Spider-Man's world inside the suit, the government's own personal Spidey is going into action as one of the nation's top covert agents in hostile territory! ",, | penciller:Tony Moore | penciller (cover):Joe Quesada | writer:Rick Remender | editor:Stephen Wacker,, | onsaleDate:2011-03-09T00:00:00-0500 | focDate:2011-02-16T00:00:00-0500 | unlimitedDate:2012-02-27T00:00:00-0500 | digitalPurchaseDate:2012-01-04T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99,2011,4
 
