26923,Ultimates 3 (2007) #5,5,86826,6,"Who killed Scarlet Witch? ULTIMATUM comes next! ",, | letterer:Comicraft | colorist:Christian Lichtner | writer:Jeph Loeb | penciller:Joe Madureira,, | onsaleDate:2008-09-24T00:00:00-0400 | focDate:2008-09-04T00:00:00-0400 | unlimitedDate:2011-04-05T00:00:00-0400 | digitalPurchaseDate:2011-10-19T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2008,9
 
