21710,Wolverine (2003) #68,68,5143,232,"""OLD MAN LOGAN"" Part 3 (of 8) 50 years after the super heroes died, WOLVERINE and the blind archer, HAWKEYE, journey across a ruined America. Next stop: Cedar City, Utah-home of the man who killed Magneto: the all-new, all-different KINGPIN! ", | Iron Man | Wolverine, | other:Chris Eliopoulos | colorist:Morry Hollowell | colorist:Jason Keith | colorist:Justin Ponsor | penciller:Steve McNiven | writer:Mark Millar | letterer:Cory Petit | inker:Dexter Vines,, | onsaleDate:2008-08-27T00:00:00-0400 | focDate:2008-08-07T00:00:00-0400 | unlimitedDate:2010-01-01T00:00:00-0500 | digitalPurchaseDate:2010-07-07T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2009,5
 
