30261,X-23 (2010) #4,4,29703,60,"Leaving the X-Men is no heartbreak, not when the answers X-23 seeks about herself are out in the world. But her questions will lead her down a path that ties directly into the past of another orphan: Remy Le Beau, aka Gambit! ", | X-23 | X-Men, | penciller:Will Conrad | writer:Marjorie Liu | artist:Leinil Francis Yu,, | onsaleDate:2010-12-29T00:00:00-0500 | focDate:2010-12-04T00:00:00-0500 | unlimitedDate:2012-11-08T00:00:00-0500 | digitalPurchaseDate:2012-02-29T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2010,12
 
