17501,Avengers (1998) #2,2,44719,40,, | Avengers | Beast | Black Knight (Sir Percy of Scandia) | Black Panther | Black Widow | Captain America | Crystal | Darkhawk | Falcon | Firebird | Firestar | Hercules | Iron Man | Justice | Living Lightning | Machine Man | Magdalene | Moondragon | Photon | Quicksilver, | letterer:Comicraft | letterer:Richard Starkings | editor:Tom Brevoort | writer:Kurt Busiek | penciler:George Prez | colorist:Tom Smith | inker:Al Vey,, | onsaleDate:1998-03-10T00:00:00-0500 | focDate:1961-01-01T00:00:00-0500 | unlimitedDate:2009-03-13T00:00:00-0400 | digitalPurchaseDate:2011-08-09T00:00:00-0400, | printPrice:0 | digitalPurchasePrice:1.99 ,2004,4

