30232,Wolverine (2010) #6,6,45932,22,"A mindless Wolverine is raging out control, a danger to everyone around him. Cyclops always feared this day would come, and he's ready and willing to do whatever it takes to end Wolverine's rampage once and for all. ", | Cyclops | Daimon Hellstrom | Emma Frost | Iron Man | Magneto | Sub-Mariner | Wolverine | X-Men, | writer:Jason Aaron | penciller:Daniel Acuna | penciller (cover):Jae Lee | editor:Jeanine Schaefer,, | onsaleDate:2011-02-16T00:00:00-0500 | focDate:2011-02-02T00:00:00-0500 | unlimitedDate:2012-01-04T00:00:00-0500 | digitalPurchaseDate:2012-02-28T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99,2011,2
 
