20632,X-Men Legacy (2008) #208,208,88076,12,"Exodus, Amelia Voght, Frenzy, and the Omega Sentinel have Professor Xavier in their possession. The question now is what to do with him. Inside the unconscious Xavier's head, the leader of the X-Men travels back in time through his memories... ", | X-Men, | writer:Mike Carey | colorist:Frank D'Armata | penciller (cover):David Finch | artist:John Romita JR.,, | onsaleDate:2008-02-27T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-08-29T00:00:00-0400 | digitalPurchaseDate:2011-08-09T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2008,2
 
