30418,Hulk (2008) #23,23,50724,29,"WORLD WAR HULKS rages on! Prepare for the origin of the Red Hulk! ", | Hulk, | penciller:Sal Buscema | penciller:Ian Churchill | penciller:Mike Deodato | penciller:Dale Keown | penciller:Ed McGuinness | penciller:John Romita JR. | penciller:Tim Sale | penciller:Herb Trimpe | penciller:Leinil Francis Yu | writer:Jeph Loeb, | World War Hulks, | onsaleDate:2010-06-23T00:00:00-0400 | focDate:2010-06-03T00:00:00-0400 | unlimitedDate:2011-02-04T00:00:00-0500 | digitalPurchaseDate:2011-10-18T00:00:00-0400, | printPrice:4.99 | digitalPurchasePrice:1.99,2010,6
 
