49922,X-Force (2014) #3,3,29541,71,"- X-Force races their foe, ruthless arms-dealer Volga, through the jungles of Brazil to locate a mutant who might be the key to his undoing. - But can Psylocke curb her bloodlust long enough to complete the mission? - And a new member is introduced to the team! ",, | writer:Simon Spurrier,, | onsaleDate:2014-04-16T00:00:00-0400 | focDate:2014-04-02T00:00:00-0400 | unlimitedDate:2014-10-20T00:00:00-0400 | digitalPurchaseDate:2014-04-16T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
