14304,X-Men (1991) #18,18,27684,66,, | Colossus | Cyclops | Iceman | Jubilee | Omega Red | Psylocke | Stryfe | Wolverine | X-Men, | letterer:Chris Eliopoulos | editor:Bob Harras | editor:Lisa Patrick | penciller (cover):Andy Kubert | writer:Fabian Nicieza | inker:Mark Pennington | colorist:Joe Rosas,, | onsaleDate:1993-03-10T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500, | printPrice:0 ,2001,3

