35128,Secret Avengers (2010) #20,20,38202,47,"The Secret Avengers are all dead...save for the Black Widow. The world's greatest secret agent finds herself one year in the past, on the most secret mission of all: saving her team and the world without letting anyone see her -- especially her team. ", | Black Widow, | artist:John Cassaday | artist:Alex Maleev | writer:Warren Ellis,, | onsaleDate:2011-12-28T00:00:00-0500 | focDate:2011-12-05T00:00:00-0500 | unlimitedDate:2012-10-18T00:00:00-0400 | digitalPurchaseDate:2012-10-16T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99,2011,12
 
