27258,X-Force (2008) #20,20,48891,31,"""NOT FORGOTTEN""  The Facility created X-23 to be the ultimate killing machine, an assassin for hire that would never stop until her target was dead. And now they want more of her. But X-23's got a new target now... them. HAMMER Agent Morales is about to see a side of X-23 that only two people have ever seen...and lived to tell about it. PLUS... Wolfsbane is reunited with X-Force just as Selene's forces descend on the X-Men. To be continued in the X-FORCE/NEW MUTANTS: NECROSHA ONE-SHOT!  Part 4 (of 4). Parental Advisory ...$2.99", | X-Force | X-Men, | other:Mike Choi | other:Chris Eliopoulos | editor:Jon Ennis | writer:Craig Kyle | writer:Chris Yost | penciller:Sonia Oback | inker:Jason Pearson | letterer:Cory Petit | colorist:Dave Stewart,, | onsaleDate:2009-10-28T00:00:00-0400 | focDate:2009-10-08T00:00:00-0400 | unlimitedDate:2011-02-03T00:00:00-0500 | digitalPurchaseDate:2011-01-26T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99 ,2009,10

