19923,Iron Man (1998) #49,49,38249,46,, | Iron Man, | penciler:Chris Batista | penciler:Michael Ryan | editor:Tom Brevoort | editor:Marc Sumerak | letterer:Randy Gentile | inker:Rich Perrotta | colorist:Edgar Tadeo | writer:Frank Tieri,, | onsaleDate:2002-02-01T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500, | printPrice:0 ,2001,12

