2465,X-Men (2004) #176,176,74588,14,"WILD KINGDOM Part 3 The X-Men's team-up with Black Panther continues! With the X-Men captured, Storm and Black Panther are going to have to put their differences aside and work together before all of Africa is overrun with mutated monstrosities! ", | Black Panther | Storm | X-Men, | colorist:Liquid Graphics | penciller (cover):Salvador Larroca | inker:Danny K. Miki | writer:Peter Milligan | letterer:Cory Petit,, | onsaleDate:2005-10-19T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2007-11-13T00:00:00-0500 | digitalPurchaseDate:2010-07-20T00:00:00-0400, | printPrice:2.5 | digitalPurchasePrice:1.99,2005,10
 
