50849,Spider-Man Spectacular (2014) #1,1,17919,124,"- Four titanic tales set in Spider-Man's past! - Young Peter Parker has mastered his newfound spider-powers, but how will being the Amazing Spider-Man affect his personal life? - Can Peter keep his secret identity from Aunt May, and his high-school crush Liz Allan? - Spider-Man's luck is about to get worse, as an experimental serum transforms millionaire Harry Osborn into the villainous Green Goblin! - Spider-Man soon finds himself locked in a battle high above the streets - with Aunt May caught in the middle! Can Spidey triumph with a little help from his new fan club? - When Kraven the Hunter puts Spider-Man in his sights, can the webbed wonder save himself from becoming the catch of the day? ",, | artist:Jacopo Camagni | artist:Cory Hamscher | artist:Scott Koblish | artist:Tim Seeley | writer:Joe Caramagna | penciller (cover):Patrick Scherberger,, | onsaleDate:2014-06-25T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2014-12-29T00:00:00-0500 | digitalPurchaseDate:2014-06-25T00:00:00-0400, | printPrice:4.99 | digitalPurchasePrice:4.99
 
