10922,Spider-Man's Tangled Web (2001) #21,21,25061,87,, | Crystal | Fantastic Four | Human Torch | Invisible Woman | Medusa | Spider-Man, | editor:Axel Alonso | editor:John Miesegaes | penciller:Jay Bone | penciller (cover):Darwyn Cooke | colorist:Matt Hollingsworth | letterer:Paul Tutrone,, | onsaleDate:2003-02-10T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-11-10T00:00:00-0500, | printPrice:0 ,2002,12

