29864,Thunderbolts (2006) #145,145,31999,61,"Special Post-SIEGE issue - that introduces a brand-new character! When a magical landmark like Asgard crashes to Earth, the fallout doesn't end just by sweeping up the wreckage. This historic disaster has unleashed unprecedented threats, and one of them is pillaging the American Midwest! This sounds like the perfect mission for Luke Cage's untested team of incarcerated superhumans-and while the newly assembled Thunderbolts boast the power of Juggernaut, Ghost, Moonstone, Crossbones and Man-Thing, are even they ready to handle the girl known only as...Troll? Rated T  ...$2.99", | Thunderbolts, | penciller:Marko Djurdjevic | penciller:Kev Walker | writer:Jeff Parker,, | onsaleDate:2010-06-23T00:00:00-0400 | focDate:2010-06-03T00:00:00-0400 | unlimitedDate:2011-03-10T00:00:00-0500, | printPrice:2.99 ,2010,6

