18684,Thor (1998) #58,58,45981,29,"Standoff Part 1 (of 3)  In war-torn Slovakia, a group of troubled citizens pray to the Thunder God for help and he provides it in the form of a divine task force. The Pentagon doesn't take too kindly to this and sends Iron Man to stop the Odinson!",,,, | onsaleDate:2003-03-01T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-06-26T00:00:00-0400 | digitalPurchaseDate:2010-08-24T00:00:00-0400, | printPrice:0 | digitalPurchasePrice:1.99 ,2003,1

