48551,Avengers Undercover (2014) #5,5,18115,123,"""DESCENT"" PART 5 (OF 5): WHICH HEROES WILL JOIN THE MASTERS OF EVIL? - Baron Zemo has made our young superhumans an offer they can't refuse-or can they? - Who agrees to join the Masters of Evil-and who goes rogue? 32 PGS./Rated T+ ...$2.99 ",, | writer:Dennis Hopeless | penciller (cover):Francesco Mattina | artist:Kev Walker,, | onsaleDate:2014-06-11T00:00:00-0400 | focDate:2014-05-28T00:00:00-0400 | unlimitedDate:2014-12-08T00:00:00-0500 | digitalPurchaseDate:2014-06-11T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:2.99
 
