20081,Elektra (2001) #4,4,58792,16,, | Elektra | Silver Samurai, | editor:Kelly Lamy | editor:Nanci Dakesian | editor:Stuart Moore | letterer:Wes Abbot | letterer:Richard Starkings | penciler:Chuck Austen | penciler:Greg Horn | writer:Brian Michael Bendis | colorist:Nathan Eyring,, | onsaleDate:2001-12-01T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-09-29T00:00:00-0400, | printPrice:0 ,2001,10

