5248,New Avengers (2004) #25,25,136495,3,NEW AVENGERS DISSASEMBLED PART 5 Tony Stark is gearing up for the final battle of the Civil War and he thinks he has it all under control. But Tony has made a fatal mistake and he will pay the price!, | Iron Man, | letterer:Comicraft | writer:Brian Michael Bendis | penciller:Jim Cheung | inker:John Dell | colorist:Dave Stewart, | Civil War, | onsaleDate:2006-11-15T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2009-07-21T00:00:00-0400 | digitalPurchaseDate:2011-06-21T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99 ,2006,11

