49093,Ms. Marvel (2014) #5,5,33795,61,"- How does a young girl from Jersey City become the next biggest super hero? - Kamala has no idea either. But she's comin' for you, New York. ",, | penciller (cover):Adrian Alphona | writer:G. Willow Wilson,, | onsaleDate:2014-06-25T00:00:00-0400 | focDate:2014-06-02T00:00:00-0400 | unlimitedDate:2014-12-29T00:00:00-0500 | digitalPurchaseDate:2014-06-25T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:2.99
 
