35517,Amazing Spider-Man (1999) #655,655,53366,14,"NO ONE DIES PART 1 As the fallout of recent events continues to rock Peter Parker's world, he makes a choice-- a promise-- that even he might not be able to fulfill... ", | Ben Parker | Betty Brant | Captain America | Carlie Cooper | Gwen Stacy | J. Jonah Jameson | May Parker | Norman Osborn | Punisher | Sentry (Robert Reynolds) | Spider-Man | Wolverine, | letterer:Joe Caramagna | penciller (cover):Marcos Martin | writer:Dan Slott | colorist:MUNTSA VICENTE | editor:Stephen Wacker,, | onsaleDate:2011-02-23T00:00:00-0500 | focDate:2011-02-09T00:00:00-0500 | unlimitedDate:2012-01-02T00:00:00-0500 | digitalPurchaseDate:2011-11-01T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99,2011,2
 
