32406,Iron Man 2: Public Identity (2010) #1,1,16921,109,Tony Stark has announced to the world that he is indeed Iron Man. How does the public react to this startling revelation?, | Iron Man, | writer:Joe Casey | writer:Justin Theroux | penciler:Barry Kitson | penciler:Brandon Peterson,, | onsaleDate:2010-04-28T00:00:00-0400 | focDate:2010-04-01T00:00:00-0400 | unlimitedDate:2011-01-20T00:00:00-0500 | digitalPurchaseDate:2010-09-14T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99 ,2010,4

