15718,Ultimate X-Men (2000) #27,27,91172,7,, | Avengers (Ultimate) | Beast (Ultimate) | Blob (Ultimate) | Captain America (Ultimate) | Colossus (Ultimate) | Cyclops (Ultimate) | Forge (Ultimate) | Jean Grey (Ultimate) | Magneto (Ultimate) | Nightcrawler (Ultimate) | Sabretooth (Ultimate) | Storm (Ultimate) | X-Men (Ultimate), | letterer:Comicraft | letterer:Albert Deschesne | letterer:Chris Eliopoulos | letterer:Richard Starkings | editor:C. B. Cebulski | editor:Ralph Macchio | editor:Brian Smith | penciller:Olivier Coipel | penciller:David Finch | colorist:Richard Isanove | colorist:Chris Sotomayor | colorist:Dave Stewart | writer:Geoff Johns | writer:Mark Millar | penciller (cover):Adam Kubert | inker:Andy Lanning | inker:Art Thibert,, | onsaleDate:2003-03-10T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2007-12-11T00:00:00-0500 | digitalPurchaseDate:2010-11-16T00:00:00-0500, | printPrice:0 | digitalPurchasePrice:1.99 ,2003,1

