21388,Cable (2008) #4,4,49978,39,"WAR BABY PART 4 Cable's old protà©gà©, Cannonball, has returned! In the future Sam Guthrie is one of the only remaining mutants and he'll do anything in his power to save Cable and the baby. It's Cannonball versus Bishop in a fight to the death! ", | Bishop | Cable | Cannonball | Hope Summers, | editor:Axel Alonso | letterer:Joe Caramagna | penciller (cover):Ariel Olivetti | writer:Duane Swierczynski,, | onsaleDate:2008-06-04T00:00:00-0400 | focDate:2008-05-15T00:00:00-0400 | unlimitedDate:2010-03-24T00:00:00-0400 | digitalPurchaseDate:2010-11-09T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2008,6
 
