48360,All-New Invaders (2014) #7,7,22332,136,"ORIGINAL SIN TIE IN! - JIM HAMMOND THE ORIGINAL HUMAN TORCH, Agent of S.H.I.E.L.D., must reveal the tragic ORIGINAL SIN of the INVADERS! - Did the team make a fatal miscalculation by disobeying orders from on high? - Will Japanese Super Heroine RADIANCE make them pay the ultimate price? - A shocking end that sets up an all-new epic! ",, | penciller (cover):Greg Land | artist:Steve Pugh | writer:James Robinson, | Original Sin, | onsaleDate:2014-07-09T00:00:00-0400 | focDate:2014-06-25T00:00:00-0400 | unlimitedDate:2015-01-05T00:00:00-0500 | digitalPurchaseDate:2014-07-09T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
