14264,Wolverine (2003) #5,5,40829,45,"Will Wolverine's berserker rage be enough to stop those responsible for Lucy's death? ", | Iron Man | Wolverine, | editor:Axel Alonso | editor:John Miesegaes | editor:Warren Simons | letterer:Chris Eliopoulos | colorist:Studio F | inker:Tom Palmer | penciller (cover):Esad Ribic | penciller:Darick Robertson | writer:Greg Rucka,, | onsaleDate:2003-11-01T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2007-11-13T00:00:00-0500 | digitalPurchaseDate:2012-04-25T00:00:00-0400, | printPrice:0 | digitalPurchasePrice:1.99,2004,8
 
