30213,Ultimate Comics Mystery (2010) #4,4,23334,84,"ULTIMATE COMICS DOOMSDAY With the Ultimate enemy revealed, the heroes must do battle against the mastermind who caused so much destruction in his path. Will the Ultimate Universe defeat this new all-powerful threat? ",, | writer:Brian Michael Bendis | penciller:Humberto Ramos | penciller:Rafa Sandoval,, | onsaleDate:2010-10-27T00:00:00-0400 | focDate:2010-10-07T00:00:00-0400 | unlimitedDate:2011-10-28T00:00:00-0400 | digitalPurchaseDate:2012-05-22T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99,2010,10
 
