49299,Deadpool Vs. X-Force (2014) #3,3,38471,48,"- Can X-Force stop Deadpool from rewriting history? - Cable chases the M w/the M to the Boxer Rebellion to try! - Plus: did you know there is a character named ""Boom Boom""? ",, | penciller (cover):Shane Davis | artist:Pepe Larraz | writer:Duane Swierczynski,, | onsaleDate:2014-08-20T00:00:00-0400 | focDate:2014-07-28T00:00:00-0400 | unlimitedDate:2015-02-16T00:00:00-0500 | digitalPurchaseDate:2014-08-20T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
