37065,Chaos War: God Squad (2010) #1,1,14627,135,"Chaos King has decimated the Pantheons of Earth, but the new God Squad have a plan to halt Mikaboshi's march towards oblivion. Join Hellstorm, Silver Surfer, Sersi & Venus on an epic adventure that's sure to rock the heavens! ",, | penciller:Dan Panosian | writer:Marc Sumerak, | Chaos War, | onsaleDate:2010-12-02T00:00:00-0500 | focDate:2010-11-19T00:00:00-0500 | unlimitedDate:2011-11-04T00:00:00-0400 | digitalPurchaseDate:2012-08-07T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99,2010,12
 
