50924,Superior Spider-Man (2013) #32,32,87604,5,"SUPERIOR SPIDER-MAN KICKS OFF THE EDGE OF SPIDER-VERSE! - Extra-sized monumental issue, including a story drawn by living legend ADAM KUBERT (ORIGIN 2, AVX)! - How is the Superior Spider-Man still around? Where is he? What is he doing? The road to SPIDER-VERSE STARTS HERE! ",, | penciller (cover):Giuseppe Camuncoli | writer:Christos Gage | writer:Dan Slott | artist:Adam Kubert, | Spider-Verse, | onsaleDate:2014-08-06T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2015-02-02T00:00:00-0500 | digitalPurchaseDate:2014-08-06T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:4.99
 
