34135,Amazing Spider-Man (1999) #648,648,2681,256,"BIG TIME begins! Big changes are happening for Spider-Man: Bigger threats, bigger guest-stars, and a big opportunity that could turn Peter Parker's life around! Guest starring The Avengers and The Fantastic Four! ", | Avengers | Black Cat | Captain America | Carlie Cooper | Fantastic Four | J. Jonah Jameson | Man-Wolf | Mary Jane Watson | May Parker | Mr. Fantastic | Sandman | Spider-Girl (Anya Corazon) | Spider-Man | Wolverine, | letterer:Joe Caramagna | inker:Carlos Alberto cruz Cuevas | colorist:Edgar Delgado | penciller (cover):Humberto Ramos | writer:Dan Slott | editor:Stephen Wacker,, | onsaleDate:2010-11-10T00:00:00-0500 | focDate:2010-10-21T00:00:00-0400 | unlimitedDate:2011-10-18T09:28:46-0400 | digitalPurchaseDate:2011-10-18T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99,2011,1
 
