36499,New Mutants (2009) #27,27,27963,64,"Valkyrie stands alone against the terrifying power of the D.O.A. while Sin brings her Earth-shattering plans to completion! ", | New Mutants | Sugar Man | X-Man, | writer:Dan Abnett | writer:Andy Lanning | penciller (cover):Marko Djurdjevic | penciller:Leandro Fernandez | penciller:Michael Ryan | editor:Nick Lowe,, | onsaleDate:2011-07-13T00:00:00-0400 | focDate:2011-06-20T00:00:00-0400 | unlimitedDate:2012-02-15T00:00:00-0500 | digitalPurchaseDate:2012-03-13T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2011,7
 
