20957,X-Men Legacy (2008) #210,210,77425,15,"Magneto battles Exodus on the Astral Plane! Will the Master of Magnetism's power count for anything in a place outside the laws of reality? Plus, Rogue sets out in Australia on a mysterious journey while trouble brews within the Hellfire Club! ", | X-Men, | writer:Mike Carey | colorist:Frank D'Armata | artist:Scot Eaton | penciller (cover):David Finch,, | onsaleDate:2008-04-30T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2009-03-25T00:00:00-0400 | digitalPurchaseDate:2011-08-09T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2008,4
 
