30100,Iron Man Legacy (2010) #1,1,48956,23,"Tony Stark's worst fears are realized when stolen Iron Man technology is used for ethnic cleansing in a civil war-ravaged land. When he defies U.S. government orders to confront the armored assassins himself, Stark sets off an international conflagration that threatens his friends, his company, and his very life -- and sets him on a collision course with China and Russia, and their champions, Radioactive Man, Titanium Man and the Crimson Dynamo! Guest-stars galore! And a shocking last page reveal of the classic Shell-head villain behind it all!",, | penciller:Francis Tsai,, | onsaleDate:2010-04-14T00:00:00-0400 | focDate:2010-03-18T00:00:00-0400 | unlimitedDate:2011-02-01T17:55:54-0500 | digitalPurchaseDate:2010-07-27T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99 ,2010,4

