33866,Halo: Fall of Reach - Covenant (2010) #1,1,8313,179,"FROM THE BESTSELLING PREQUEL HALO: FALL OF REACH! It is a question that man has long asked-are we alone in the universe? This February, the United Nations Space Command learns the answer to that question... and unfortunately, the answer is NO. Catch the beginning of the struggle between Man and Covenant in this epic series based on the novel by Eric Nylund, adapted by Brian Reed, and brought brilliantly to life by Felix Ruiz! ",, | editor:Charlie Beckerman | writer:Brian Reed | penciller (cover):Felix Ruiz,, | onsaleDate:2011-04-20T00:00:00-0400 | focDate:2011-04-06T00:00:00-0400, | printPrice:3.99,2011,4
 
