31182,Deadpool Team-Up (2009) #886,886,15626,126,"Deadpool and Iron Fist grudgingly team up to stop an ancient, villainous warlord. Iron Fist wants him captured; Deadpool wants him dead. Can the two work things out or will Deadpool have to take down Iron Fist to secure his payday? ", | Deadpool | Iron Fist (Danny Rand), | artist:Humberto Ramos,, | onsaleDate:2010-12-29T00:00:00-0500 | focDate:2010-12-11T00:00:00-0500 | unlimitedDate:2010-12-15T09:13:10-0500 | digitalPurchaseDate:2012-11-13T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2010,12
 
