237,Wolverine (2003) #10,10,71395,13,"COYOTE CROSSING PART 4 Logan has gone south of the border in search of the mysterious Rojas, the drug lord responsible for the death of many innocents. But now that Logan has discovered Rojas' true identity, dare he exact bloody retribution? ", | Iron Man | Wolverine, | penciller:Leandro Fernandez | writer:Greg Rucka,, | onsaleDate:2004-01-21T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2007-11-13T00:00:00-0500 | digitalPurchaseDate:2012-04-25T00:00:00-0400, | printPrice:2.25 | digitalPurchasePrice:1.99,2004,1
 
