19856,Killraven (2002) #2,2,23925,96,, | Archangel | Juggernaut | Killraven | Nightcrawler | Stacy X, | penciler:Kia Asamiya | penciler:Alan Davis | writer:Chuck Austen | editor:Tom Brevoort | inker:Mark Farmer | letterer:Pat Prentice | colorist:Gregory Wright,, | onsaleDate:2003-01-01T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-09-17T00:00:00-0400, | printPrice:0 ,2002,11

