48028,Amazing X-Men (2013) #10,10,36405,55,"As the Wendigo virus runs rampant through Canada, one of the X-Men falls prey to the deadly plague! Guest-starring Alpha Flight!  ",, | penciller (cover):Carlo Barberi | writer:Craig Kyle | writer:Christopher Yost,, | onsaleDate:2014-08-13T00:00:00-0400 | focDate:2014-07-21T00:00:00-0400 | unlimitedDate:2015-02-02T00:00:00-0500 | digitalPurchaseDate:2014-08-13T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
