30420,Hulk (2008) #25,25,46784,29,"SCORCHED EARTH PART 1 Red Hulk heads out to deal with a deadly contingency plan left behind by The Leader and MODOK. But Iron Man didn't get the message... ",,,, | onsaleDate:2010-09-22T00:00:00-0400 | focDate:2010-09-02T00:00:00-0400 | unlimitedDate:2011-09-23T00:00:00-0400 | digitalPurchaseDate:2011-12-20T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99,2010,9
 
