23126,Cable (2008) #10,10,33309,49,"WAITING FOR THE END OF THE WORLD CONCLUSION Cyclops. Emma, and Beast versus Bishop! Plus, hundreds of years in the future, Cable learns a terrible secret!", | Beast | Bishop | Cable | Colossus | Cyclops | Emma Frost | Hope Summers | Nightcrawler | Warpath | Wolverine | X-23, | editor:Axel Alonso | letterer:Joe Caramagna | penciller:Ariel Olivetti | writer:Duane Swierczynski,, | onsaleDate:2009-01-07T00:00:00-0500 | focDate:2008-12-11T00:00:00-0500 | unlimitedDate:2011-11-25T00:00:00-0500 | digitalPurchaseDate:2010-11-24T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99 ,2009,1

