15633,Daredevil (1998) #31,31,51900,16,"When Mr. Silke is the only mutineer left alive, what lengths will he go to survive? ", | Daredevil, | editor:Kelly Lamy | editor:Nanci Dakesian | editor:Stuart Moore | letterer:Wes Abbot | letterer:Richard Starkings | writer:Brian Michael Bendis | colorist:Matt Hollingsworth | penciller (cover):Alex Maleev,, | onsaleDate:2002-05-01T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-04-14T00:00:00-0400 | digitalPurchaseDate:2011-11-01T00:00:00-0400, | printPrice:0 | digitalPurchasePrice:1.99,2002,3
 
