30589,Ultimate Comics Avengers 2 (2010) #2,2,52939,28,"CRIME AND PUNISHMENT PART 2 The Avengers get their first mission: track and neutralize the Ghost Rider for good. To do this the team is going to need one more recruit to help. The Hulk. War Machine and Hulk go head-to-head! ",, | writer:Mark Millar | penciller:Leinil Francis Yu,, | onsaleDate:2010-05-19T00:00:00-0400 | focDate:2010-04-29T00:00:00-0400 | unlimitedDate:2011-01-11T00:00:00-0500 | digitalPurchaseDate:2012-04-03T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99,2010,5
 
