14302,X-Men (1991) #16,16,29103,75,, | Apocalypse | Archangel | Beast | Bishop | Cable | Cannonball | Colossus | Cyclops | Havok | Iceman | Polaris | Psylocke | Sentinel | Storm | Wolverine | X-Men, | letterer:Chris Eliopoulos | editor:Bob Harras | editor:Lisa Patrick | penciller (cover):Andy Kubert | writer:Fabian Nicieza | inker:Mark Pennington | colorist:Joe Rosas,, | onsaleDate:1993-01-10T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500, | printPrice:0 ,2001,1

