14295,X-Men (1991) #111,111,99712,2,, | Beast | Captain America | Magneto | Quicksilver | Sabra | X-Men, | editor:Pete Franco | editor:Mark Powers | colorist:Liquid Graphics | inker:Mark Morales | writer:Joe Quesada | letterer:Richard Starkings | penciller (cover):Leinil Francis Yu,, | onsaleDate:2001-04-01T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2010-04-08T00:00:00-0400, | printPrice:0 ,2001,2

