21508,Wolverine (2003) #67,67,5238,229,"""OLD MAN LOGAN"" Part 2 (of 8) Logan owes the Hulk Gang. So Logan's agreed to a crazy ride across America with the blind archer, Hawkeye, to deliver a package to the East Coast...but only if Logan and Hawkeye can make it past-the GHOST RIDERS. ", | Iron Man | Wolverine, | other:Chris Eliopoulos | colorist:Morry Hollowell | colorist:Christina Strain | penciller:Steve McNiven | writer:Mark Millar | letterer:Cory Petit | inker:Dexter Vines,, | onsaleDate:2008-07-30T00:00:00-0400 | focDate:2008-07-10T00:00:00-0400 | unlimitedDate:2010-01-01T00:00:00-0500 | digitalPurchaseDate:2010-07-07T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2009,5
 
