47458,Origin II (2013) #5,5,48117,31,"- As Creed plots something Sinister, can Logan regain his humanity? - Kieron Gillen (THOR) and Adam Kubert (AVX) bring the tale of Logan's beginning to a close! ",, | writer:Kieron Gillen | penciller (cover):Adam Kubert,, | onsaleDate:2014-04-30T00:00:00-0400 | focDate:2014-04-07T00:00:00-0400 | unlimitedDate:2014-10-27T00:00:00-0400 | digitalPurchaseDate:2014-04-30T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
