20069,Elektra (2001) #25,25,25550,87,, | Elektra, | editor:Axel Alonso | editor:John Miesegaes | penciler:Sean Chen | penciler:Bill Sienkiewicz | inker:Sandu Florea | inker:Tom Palmer | colorist:Ian Hannin | writer:Rob Rodi | letterer:Dave Sharpe,, | onsaleDate:2003-09-01T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2010-05-03T00:00:00-0400, | printPrice:0 ,2003,7

