49523,New Warriors (2014) #7,7,17304,165,"- The New Warriors are pulled into INHUMANITY as their own resident Inhuman, Haechi, is targeted by two different tribes of Inhumans. - Who are Mister Whiskers and Jake Waffles? Whose side are they on, good or evil? What does Jake Waffles possess that Speedball wants so badly? - And who is hunting NOVA? ",, | penciller (cover):Takeshi Miyazawa | artist:Marcus To | writer:Christopher Yost,, | onsaleDate:2014-07-02T00:00:00-0400 | focDate:2014-06-18T00:00:00-0400 | unlimitedDate:2015-01-05T00:00:00-0500 | digitalPurchaseDate:2014-07-02T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
