34433,Thor: The Rage of Thor (2010) #1,1,25257,77,"The unquenchable rage of Thor knows no satisfaction! It is an earlier day. The perverse and unjust TRIAL OF THOR has left the God of Thunder resentful and bitter. Fed up with Asgard, he has quit the gods and taken up with the world of men...joined a humble community...taken a wife. But when the bloody tides  of Asgard's battles lap even at the shores of Earth, Thor must take up arms once more -- or risk everything he now loves being eradicated under an unstoppable tide of death and destruction... One-Shot/Rated T  ...$3.99", | Thor, | other:Chris Eliopoulos | colorist:Ian Hannin | colorist:Matt Milla | writer:Peter Milligan | penciller:MICHAEL SUAYAN,, | onsaleDate:2010-08-04T00:00:00-0400 | focDate:2010-07-15T00:00:00-0400 | unlimitedDate:2011-07-29T00:00:00-0400, | printPrice:3.99 ,2010,8

