17960,X-Force (1991) #115,115,39377,33,, | Domino | Meltdown | Pete Wisdom | Warpath | X-Force | X-Men, | colorist:Vlm | editor:Frank Dunkerley | editor:Matt Hicks | writer:Ian Edginton | letterer:Chris Eliopoulos | penciler:Jorge Pereira Lucas | penciler:Ariel Olivetti,, | onsaleDate:2001-04-01T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500, | printPrice:0 ,2001,4

