24808,Dark Avengers (2009) #12,12,69799,9,The Dark Avengers are at the mercy of the Molecule Man. And no joke...someone dies. For reelz!, | Dark Avengers, | writer:Brian Michael Bendis | colorist:Rainier Beredo | inker:Mike Deodato | letterer:Cory Petit,, | onsaleDate:2009-12-16T00:00:00-0500 | focDate:2009-11-23T00:00:00-0500 | unlimitedDate:2011-02-15T11:29:42-0500 | digitalPurchaseDate:2011-01-04T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99 ,2009,12

