2053,Black Panther (2005) #5,5,37395,50,"Who is the Black Panther? Part 5 (of 6) While the Black Panther furiously battles the Black Knight 5 miles above Wakanda, Klaw and his team lay siege to the Royal Palace in search of the ultimate prize: The Queen Mother herself! ", | Black Panther, | penciller (cover):Terry Dodson | letterer:Chris Eliopoulos | writer:Reginald Hudlin | inker:Klaus Janson | penciller:John Romita JR. | colorist:Dean White,, | onsaleDate:2005-06-22T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2007-11-13T00:00:00-0500 | digitalPurchaseDate:2010-07-15T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2005,6
 
